,DOLL,(die) Puppe,لعبة ,دمية\ لعبة,,Le'ba,,doll / puppet,poupée,lutka,(de) pop,ባምቡላ,Bambula,,,,,گڑیا,gurya,পুতুল ,putul,عروسک ,aroosak,عروسک,aroosak,,,kukull,lutka,lalka/ kukiełka,кукла,,кукла,,C: panenka,,,,bebeka lastîkî,S: Docka N: Dukke,,,nukke,,bambola,oyuncak bebek,muñeca,(játék)baba,boneca,kukla,κούκλα,păpuşă,տիկնիկ,tiknik,Lėlė,manika,,,
,CANDY,(die) Süßigkeiten [pl],حلوايات,حلويات\ سكاكر,,Hilwayat,,candy / sweets [pl],bonbon,sladkarije,(het) snoep(goed); (de) snoepjes,ካራመላ ፨ ምቁር,Karamella / Mqur,,,,,میٹھی گولیاں/ٹافی,Meethi Goliyaan/ Toffee,মিষ্টি / মিষ্টান্য ,mishti/mishtanno,شیرینی/ تنقلات,shirini/tanagholaat, شیرینی / نقل,sherni / noqol,,,karamele,slatkiši,słodycze,Бонбон,,конфеты,,C: sladkosti,,,,şîrînahî,S: Godis N: Godteri,,,karkki / makeiset  [pl],,caramella/dolci,şeker,caramelos,édesség,doces,karameles,καραμέλες,"zahăr, ducliuri",Քաղցրավենիք,K’aghts’ravenik’,Saldainiai,kendi,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Beruf,المهن,المهن,,al mehan,,Profession,Métiers,Poklic,Beroep,,,,,,,پیشہ,Paisha,পেশা ,pesha,حرفه/ شغل,,شغل,Shoghol,,,Profesion / punë,Zanimanja / profesije,Zawody / profesje,Професии,,Профессии,,,,,Професии,Pîşe,S: Yrke D: Job,,,Ammatti,,Mestieri,Meslek,Profesión,Foglalkozás,Profissões,Εpángelma,Επάγγελμα,Meserii,,,Profesija,,,,
,POLICE_OFFICER,"(der) Polizist, (die) Polizistin",شرطي,شرطي,,Shourti,,police officer,policier,policist,(de) (politie)agent,ፖሊስ,Polis,,,,,پولیس,police,পুলিশ ,pulish,پلیس ,police,پلیس,polis,,,polic,policajac,policjant/ policjantka (if female),полицаец,,милиционер/полицейский,,C: policista,,,,polîs,S: Polis N: Politi D: Politibetjent,,,poliisi,,poliziotto,polis,policía,rendőr,polícia,astinomos,αστυνόμος,poliţist,,,Policininkas,pulis,,,
,DOCTOR,"(der) Arzt, (die) Ärztin",دكتور / طبيب ,طبيب,, Doctor /Tabib,,doctor,docteur,zdravnik,(de) arts; (de) dokter,ሓኪም,Hakim,,,,,ڈاکٹر,doctor,ডাক্তার ,daktar,دکتر,doctor,دکتر,doctor,,,doktor,liječnik / lekar (doktor),lekarz/ lekarka (if female),доктор,,врач,,C: doktor,,,,bijîşk/textor,S: Doktor/Läkare N: Doktor/Lege D: Læge,,,lääkäri,,dottore,doktor,doctor/a,orvos,médico/a,giatros,γιατρός,doctor,բժիշկ,bzhishk,Daktaras / Gydytojas,doktor,,,
,DENTIST,"(der) Zahnarzt, (die) Zahnärztin",طبيب اسنان ,طبيب اسنان / طبيبة أسنان,,Tabib Assnan,,dentist,dentiste,zobozdravnik,(de) tandarts,ሓኪም-ስኒ,Hak-kim-sen-ni,,,,,دانتوں کا ڈاکٹر,Daanto ka doctor ,দাঁতের ডাক্তার ,da(n)ter daktar,"دندانپزشک
", dandaanpezeshk,داندان ساز,daandaansaaz,,,dentist,zubar,dentysta/ dentystka (if female),заболекар,,зубной врач,,C: zubař,,,,Bijîşkê dirana/textorê dirana,S: Tandläkare N: Tannlege,,,hammaslääkäri,,dentista,dişçi,dentista,fogorvos,dentista,odontiatros,οδοντίατρος,dentist,ատամնաբույժ,atamnabuyzh,Dantistas,dentista,,,
,NURSE,(die) Krankenschwester (f.) / (der) Krankenpfleger (m.),ممرضة ,ممرضة / ممرض,,Moumarida,,nurse,infirmier (m.) / infirmière (f.),medicinska sestra,(de) verpleegster (f.); (de) verpleger (m.),ኣላይ/ት ሕሙማት,Alayt Humumat,,,,,نرس,nurse,নার্স ,nars,پرستار,parastaar,پرستار,parastaar,,,infermiere,medicinska sestra,pielęgniarka/ pielęgniarz (if male),медицинска сестра,,санитар/санитарка/медбрат/мед сестра,,C: sestra,,,,hemşîre,S: Sjukskötare N: Sykepleier D: Sygeplejerske,,,sairaanhoitaja,,infermiera,hemşire,enfermera/o,ápoló,enfermeiro/a,nosokoma,νοσοκόμα,asistentă,բուժքույր,buzhk’uyr,Seselė / Slaugytoja,nars,,,
,PARAMEDIC,"(der) Sanitäter, (die) Sanitäterin",مسعف ,مسعف,,Mous'ef,,paramedic,les secours / le SAMU,reševalec,(de) paramedicus,ከዳማይ ሕክምና,Kedamay hikimna,,,,,پیرامیڈیک,paramedic,ডাক্তারের এসিস্টেন্ট ,daktarer asistent,"پيراپزشک، بهیار
",behyaar/pirapezeshk,,,,,mjek,bolničar,ratownik medyczny,болничар,,врач,,C: zdravotník,,,,karmendê tenduristiyê,S: Doktor/Läkare N: Doktor/Lege D: Læge,,,ensihoitaja,,Paramedico/personale paramedico,ilkyardımcı / sıhhiyeci,médico/a,mentőorvos,médico/a,giatros,γιατρός,paramedic,,,Paramedikas,mediko,,,
,WATCHMAN,(der) Wachposten,حارس,حارس,,Hares,,guard,garde,stražar,(de) bewaker,ዘብዐኛ,Zeb'Egna,,,,,چوکیدار,Chawkidaar,দারোয়ান ,darowan,محافظ/نگهبان,"mohaafez/negahbaan
",پسبان,pasbaan,,,roje,stražar,strażnik/ strażniczka (if female),стражар,,охранник,,C: stráž,,,,dergevan,S: Vakt N: Vokter,,,vartija,,guardia,bekçi,guardia,őr,guarda,filakas,φύλακας,gardian,պահակախումբ,pahakakhumb,Sargas,g[u]wardiya,,,
,DIPLOMAT,"(der) Diplomat, (die) Diplomatin",ديبلوماسي ,دبلوماسي,,Dibloumassi,,diplomat,diplomate,diplomat,(de) diplomaat,ዲፕሎማት,Diplomat,,,,,سفیر,Safeer,কূটনীতিবিদ ,kutnitibid,دیپلمات,diplomaat,دیپلمات,diplomaat,,,diplomat,diplomat / diplomata,dyplomata/ dyplomatka (if female),дипломат,,дипломат,,C: diplomat,,,,dîplomat,S+N: Diplomatisk ,,,diplomaatti,,diplomatico,diplomat,diplomático/a,diplomata,diplomata,diplomatis,διπλωμάτης,diplomat,դիվանագետ,divanaget,Diplomatas,diplomat,,,
,SOLDIER,"(der) Soldat, (die)Soldatin",عسكري ,"جندي, عسكري",,A'askari,,soldier,soldat,vojak,(de) soldaat,ወተሃደር,wet-tehad-der,,,,,سپاہی,Sipahi,সৈন্য ,shoinno,سرباز ,sarbaaz,سپاهی,sepaahi,,,ushtar,vojnik,żołnierz,војник,,солдат/военный,,C: voják,,,,leşke,S: Soldat/Militär N: Soldat/Militær,,,sotilas,,soldato,asker,soldado,katona,soldado,stratiotis,στρατιώτης,soldat,զինվոր,zinvor,Karys,sundalo,,,
,INTERPRETER,"(der) Dolmetscher, (die) Dolmetscherin",مترجم ,مترجم,,Moutarjem,,interpreter,interprète,tolmač,(de) tolk,ተርጓሚ,terig`wami,,,,,مترجم,Mutarajim,অনুবাদক ,onubadok,مترجم,motarjem,مترجم,motarjem,,,përkthyes,tumač / prevodilac,tłumacz/ tłumaczka (if female),преведувач,,переводчик,,C: tlumočník,,,,werger,S: Översättare N+D: Oversætter,,,tulkki,,interprete,"tercüman,  mütercim",intérprete,tolmács,intérprete,diermineas,διερμηνέας,interpret,մեկնաբան,meknaban,Vertėjas,interpreter / translator / tagasalin,,,
,LAWYER,"(der) Rechtsanwalt, (die) Rechtsanwältin",محامي,محام,,Mouhami,,lawyer,avocat,pravnik,(de) advocaat,ጠበቓ,T´eber´a,,,,,وکیل,Wakeel,উকিল ,ukil,وکیل ,vakil,وکیل,wakil,,,avokat,odvjetnik / advokat,prawnik,"правник, адвокат",,адвокат,,C: právník,,,,parêzer,S+N: Advokat,,,juristi,,avvocato,avukat,abogado/a,ügyvéd,advogado/a,dikigoros,δικηγόρος,avocat,փաստաբան,p’astaban,Advokatas,abogado,,,
,CARETAKER,"(der) Betreuer, (die) Betreuerin",مساعد اجتماعي ,مساعد اجتماعي,,Mousa'ed Ijtima'i,,caretaker / guardian,travailleur social / soigneur / accompagnateur,"socialni delavec (m), socialna delavka (f)",(de) verzorger / (de) voogd,መጉዚት ፨ ሓላዉ ርሻኒ,Meguzit / Halaw-rishani,,,,,سرپرست,Sarparast,অভিভাবক / কেয়ারটেকার ,obhibhabok,سرپرست,sarparast,سرپرست,zarparesht,,,kujdestar,staratelj,pracownik socjalny/ pracowniczka socjalna (when female),"старател, чувар",,опекун,,C: hlídač,,,,"tevber, refaqetvan",S: Vaktmästare N: Vaktmester,,,hoitaja / huoltaja,,custode,refakatçı,conserje / cuidador/a,gondozó,responsável / prestador(a) de cuidados,Sinodós,συνοδός,agent social,Բակապանի / խնամակալը,Bakapani / khnamakaly,"Slaugytojas [m], Slaugytoja [f] / Prižiūrėtojas [m], Prižiūrėtoja [f]",guardian / tagapangalaga / social worker (if referring to government social workers),,,
,TEACHER,"(der) Lehrer, (die) Lehrerin",مدرس,أستاذ,,Moudaress,,teacher,professeur,učitelj,(de) leraar (m.); (de) lerares (f.),መምህር,memher,,,,,استاد (m)/استانی(f),Ustaad (m) / Ustani (f),শিক্ষক ,shikkhok,معلم ,moalem,معلم,moaalem,,,mësues,učitelj (m) / učiteljica (f),nauczycielka/ nauczyciel (when male),учител,,учитель,,C: učitel,,,,mamoste,S: Lärare N+D: Lærer,,,opettaja,,insegnante,öğretmen,profesor/a / maestro/a,tanár,professor(a),kathigitis (man) / kathigitria (woman),καθηγητής / καθηγήτρια,profesor,ուսուցիչ,usuts’ich’,Mokytojas [m] / Mokytoja [f],guro,,,
,JUDGE,"(der) Richter, (die) Richterin",قاضي,قاضٍ,,Qadi,,judge,(le) juge,sodnik,(de) rechter,ዳኛ,Dagna,,,,,جج,Judge,বিচারক ,bicharok,قاضی,ghaazi,قاضی,qaazi,,,gjykatës,sudac (sudija),sędzia,судија,,судья,,soudce,,,,dadger,S: Domare N+D: Dommer,,,tuomari,,giudice,hakim,juez,bíró,juiz(a),dikastis,δικαστής,judecător,դատավոր,datavor,Teisėjas,hukom/huwes,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tiere,,حيوانات,,Haywanat,,Animals,Animaux,Živali,Dieren,,,,,,,جانور,Janwar,পশুপাখি ,poshupakhi,حیوانات ,,حیوانات ,Haywaanaat,,,Kafshë,Životinje,Zwierzęta,животни,,звери,,,,,Животни,Heywan/ Ajal,S: Djur N+D: Dyr,,,Eläimet,,Animali,Hayvan,Animales,állatok,Animais,Zó̱a,Ζώα,Animale,,,Gyvūnai,hayop,,,
,PET,(das) Haustier,حيوان أليف,حيوان أليف,,Hayawan alif,,pet,animal de compagnie,domača žival,(het) huisdier,ፍቱው እንስሳ,Fituw ensisa,,,,,پالتو جانور,Paaltoo Janwar,পশু/জন্তু ,poshu/jontu,"حیوان خانگی
", heyvaane khaanegi,"حیوان خانگی
",haywaane khaanagi,,,kafshë shtëpiake,životinja,zwierzę domowe,домашно животно,,домашний зверь,,C: domácí zvíře,,,домашен любимец/domashen lyubomets,heywan/ajal,S: Husdjur N: Husdyr,,,kotieläin,,cucciolo,hayvan,mascota,háziállat,animal de estimação,katikidio,κατοικίδιο,animal de companie,փայփայած,p’ayp’ayats,Naminis gyvūnas,alagang hayop,,,
,CAT,(die) Katze,قطة ,قط,,Kitta,,cat,chat,mačka,(de) kat,ድሙ,dimu,,,,,بلی,billee,বিড়াল ,biral,گربه ,gorbeh,پشک / گربه,peshak / gorbah,,,mace,mačka,kot,мачка,,кошка,,C: kočka,,,котка/kotka,pisîk,S+N: Katt,,,kissa,,gatto,kedi,gato,macska,gato,gata,γάτα,pisică,կատու,katu,Katė,pusa,,,
,DOG,(der) Hund,كلب  ,كلب,,Kalb,,dog,chien,pes,(de) hond,ከልቢ,kelbi,,,,,کتا,kutta,কুকুর ,kukur,سگ,sag,سگ,sag,,,qen,pas,pies,куче,,собака,,C: pes,,,куче / kuche,kuçik,S: Hund N: Hund,,,koira,,cane,köpek,perro,kutya,cão,skilos,σκύλος,caine,շուն,shun,Šuo,aso,,,
,HOUSEFLY,(die) Fliege,ذباب,ذبابة,,zoubab,,fly,mouche,muha,(de) vlieg,ሃመማ,hamema,,,,,مکهی,makhi,মাছি ,machhi,مگس,magas,مگس,magas,,,mizë,muha / muva,mucha,мува,,муха,,C: moucha,,,муха / muha,mêş,S: Fluga N: Flue,,,kärpänen,,Mosca,sinek,mosca,légy,mosca,miga,μύγα,muscă,թռչել,t’rrch’yel,Musė,langaw,,,
,MOSQUITO,(die) Stechmücke,بعوض / برغش,بعوض,,ba'oud,,mosquito,moustique,komar,(de) mug,ጣንጡ,tantu,,,,,مچھر,machhar,মশা ,mosha,پشه ,pasheh,پشه,pasha,,,mushkonjë,komarac,komar,комарец,,комар/москит,,C: komár,,,комар / komar,pêşî,S: Mygga N: Mygg,,,hyttynen,,zanzara,sivrisinek,mosquito/mosco,szúnyog,mosquito,kounoupi,κουνούπι,ţânţar,մժեղ,mzhegh,Uodas,lamok,,,
,HORSE,(das) Pferd,حصان,حصان,,houssan,,horse,cheval,konj,(het) paard,ፈረስ,feres,,,,,گهوڑا,ghora,ঘোড়া ,ghora,اسب,asb,اسب,asb,,,kalë,konj,koń,коњ,,лошадь,,C: kůň,,,кон / kon,hesp,S: Häst N: Hest,,,hevonen,,cavallo,at,caballo,ló,cavalo,alogo,άλογο,cal,ձի,dzi,Arklys,kabayo,,,
,CHICKEN,(das) Huhn,دجاج,دجاج,,dajaj,,chicken,poulet,kokoš; piščanec,(de) kip; (het) kuiken,ደርሆ,derho,,,,,مرغی,murghi,মুরগি ,murgi,مرغ ,morgh,مرغ,morgh,,,pulë,kokoš / kokoška,kurczak / kura,кокошка,,курица,,C: kuře,,,кокошка / kokshka,mirîşk,S: Höna N: Høne,,,kana,,Pollo,tavuk,pollo,tyúk,galinha ,kota,κότα,pui,հավ,hav,Višta,manok,,,
,COW,(die) Kuh,بقرة,بقرة,,baqara,,cow,vache / boeuf,krava,(de) koe,ላም,lam,,,,,گائے,gaaee,গরু ,goru,gaav گاو,,گاو,gaaw,,,lopë,krava,krowa,крава,,корова,,C: kráva,,,крава / krava,Çêlek,S: Ko N: Ku,,,lehmä,,Mucca/vacca,inek,vaca,tehén,vaca,agelada,αγελάδα,vacă,կով,kov,Karvė,baka,,,
,SHEEP,(das) Schaf,خاروف,خروف,,kharouf,,sheep,mouton,ovca,(het) schaap,በግዕ,begi´e,,,,,بھیڑ,Bhair,ভেড়া ,bhera,گوسفند ,goosfand,گوسفند,gosfand,,,dele,ovca,owca,овца,,баран,,C: ovce,,, овца / ovtsa,mî,S+N: Får,,,lammas,,Pecora (F) / Montone (M),koyun ,oveja/borrego,birka,ovelha,provato,πρόβατο,oaie,ոչխար,voch’khar,Avis,tupa,,,
,GOAT,(die) Ziege,معزاة,ماعز,,mi'izat,,goat,chèvre,koza,(de) geit,ጤል,tEl,,,,,بکرا,Bakra,ছাগল ,chhagol,بز,boz,بز,boz,,,dhi,koza,koza,коза,,коза,,C: koza,,,коза / koza,bizin,S: Get N: Sau,,,vuohi,,capra,keçi,cabra,kecske,cabra,katsika,κατσίκα,capră,այծ,ayts,Ožys,kambing,,,
,WHALE,(der) Wal,حوت,حوت,,hout,,whale,baleine,kit,(de) walvis,ዓሳ ነባሪ,assa nebari,,,,,وهیل مچهلی,Whale Machli,তিমি ,timi,نهنگ ,nahang,نهنگ,nahang,,,balenë,kit,wieloryb,кит,,баран,,C: velryba,,,кит / kit,balîna,S: Val N: Hval,,,valas,,balena,balina,ballena,bálna,baleia,falena,φάλαινα,balenă,կետ,ket,Banginis,balyena,,,
,FISH,(der) Fisch (s.); (die) Fische (pl.),سمكة,سمك,,samaka,,fish,poisson,riba,(de) vis,ዓሳ,assa,,,,,مچهلی,machli,মাছ ,machh,ماهی,maahi,ماهی,maahi,,,peshk,riba,ryba,риба,,рыба,,C: ryba,,,риба/riba,masî,S+N: Fisk,,,kala,,pesce,balık,pez/pescado,hal,peixe,psari,ψάρι,peşte,ձուկ,dzuk,Žuvis,isda,,,
,SHARK,(der) Hai,قرش,سمك قرش,,qersh,,shark,requin,morski pes,(de) haai,ፔቸ ካነ/ከልቢ ዓሳ,Pesce cane/Kelbi Assa,,,,,شارک,shark,হাঙ্গর ,hangor,کوسه ,kooseh,کوسه,koosah,,,peshkaqen,morski pas,rekin,ајкула,,акула,,C: žralok,,,акула/akula,semasî,S: Haj N: Hai,,,hai,,Squalo,köpek balığı,tiburón,cápa,tubarão ,karharias,καρχαρίας,rechin,շնաձուկ,shnadzuk,Ryklys,pating,,,
,BIRD,(der) Vogel,طائر,طائر,,ta'er,,bird,oiseau,"ptič, ptica",(de) vogel,ዑፍ,Uf,,,,,پرنده,Parinda,পাখি ,pakhi,پرنده ,parandeh,پرنده,parindah,,,zog,ptica,ptak,птица,,птица,,C: pták,,,птица/ptitsa,Çûk,S: Fågel N: Fugl,,,lintu,,uccello,kuş,ave/pájaro,madár,ave / pássaro,puli,πουλί,pasăre,թռչուն,t’rrch’un,Paukštis,ibon,,,
,SNAKE,(die) Schlange,افعى / حيّة,افعى,,Afa'a / hayya,,snake,serpent,kača,(de) slang,ተመን,temen,,,,,سانپ,Saanp,সাপ ,shap,مار ,maar,مار,maar,,,gjarpër,zmija,wąż,змија,,змея,,C: had,,,змия/zmiya,mar,S+N: Orm,,,mato,,serpente,yılan,cobra,kígyó,cobra,fidi,φίδι,şarpe,օձ,odz,Gyvatė,ahas,,,
,SPIDER,(die) Spinne,عنكبوت,عنكبوت,,Ankabout,,spider,araignée,pajek,(de) spin,ሳሬት,sariet,,,,,مکڑی,Makri,মাকড়সা ,makorsha,عنکبوت,ankaboot,عنکبوت,ankaboot,,,merimangë,pauk,pająk,пајак,,паук,,C: pavouk,,,паяк/payak,pîr,S: Spindel N: Edderkopp,,,hämähäkki,,ragno,örümcek,araña,pók,aranha,arahni,αράχνη,păianjen,սարդ,sard,Voras,gagamba,,,
,INSECT,(das) Insekt,حشرة,حشرة,,Hashara,,insect,insecte,insekt; žuželka,(het) insect,ሓሰካ/ሓሸራ,Haseka/Hashera,,,,,کیڑا,Keera,পোকা ,poka,حشره ,hashareh,حشره,hasharah,,,insekt,"kukac (insekt, buba)",owad/ robak / insekt,инсект,,несекомое,,C: hmyz,,,насекомо/nasekomo,kêzik,S+N: Insekt,,,hyönteinen,,insetto,böcek,insecto,bogár,inseto,entomo,έντομο,insectă,միջատ,mijat,Vabzdys,insekto,,,
,RAT,(die) Ratte,جردون,جرذ,,Jardoun,,rat,rat,podgana,(de) rat,ኣንጭዋ,Anchwa,,,,,چوہا,chooha,চিকা/ইঁদুর ,chika/i(n)dur,موش صحرایی,"mooshe sahrayi
",موش صحرایی,mooshe sahrayi,,,mi i madh / stahor,štakor (pacov),szczur,стаорец,,крыса,,C: krysa,,,плъх/plah,cird,S: Råtta N: Råtte,,,rotta,,topo,sıçan,rata,patkány,Ratazana,aroureos,αρουραίος,şobolan,խորհուրդ,khorhurd,Žiurkė,daga,,,
,MOUSE,(die) Maus,فأر,فأر,,Fa'ar,,mouse,souris,miš,(de) muis,ኣንጭዋ,anchwa,,,,,چوہا,,ইঁদুর ,i(n)dur,موش ,moosh,موش,moosh,,,mi,miš,mysz,глушец,,мышь,,C:myš,,,мишка/mishka,mişk,S+N:Mus,,,hiiri,,ratto,fare,ratón,egér,Rato,pontiki,ποντίκι,şoarice,մուկ,muk,Pelė,daga,,,
,TICK,(die) Zecke,قراد,قراد,,Qrad,,Tick,la tique,klop,,ቑርዲድ,kur-did,,,,,کھٹمل,Bed bugs,,,,,,,,,,,kleszcz,,,клещ,,,,,кърлеж/karlezh,,S: Fästing N: Festing  D: Tæge,,,,,,,,,,,,,տիկ,tik,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Natur und Wetter,"طبيعة, طقس","طبيعة, طقس",,Tabia/ Ta'qs,,Nature and Weather,La nature et le temps,Narava in vreme,Natuur en weer,,,,,,,آب و ہوا,Aab o Hawa,প্রকৃতি ও আবহাওয়া ,prokriti o abohawa,"طبیعت و هوا 
",tabi'at va havaa,"طبیعت و هوا 
",Tabi'at wa Hawaa,,,Natyrë dhe moti,Priroda i vremenske prilike,Natura i pogoda,природа и временски прилики,,погода/ природа,,,,,Природа и време,Xweza û Hewa,S: Natur och väder N: Natur og vær,,,Luonto ja sää,,Natura e meteo,Doğa ve hava,Naturaleza y clima,Természet és időjárás ,Natureza e clima,Fýsi̱ kai Kairós,Φύση και καιρός,Natură şi vreme,,,Gamta ir Oras,,,,
,WEATHER,(das) Wetter; (das) Klima,طقس,طقس,,taqes,,weather / climate,"temps, climat",vreme; podnebje,"(het) weer (""weather"") (het) klimaat (""climate"")",ኩነታት ኣየር,kunetat ayer,,,,,موسم,Mausam,জলবায়ু / আবহাওয়া ,jolobayu/abohawa,هوا ,havaa,هوا,hawaa,,,moti; klima,vrijeme; klimatske prilike,pogoda / klimat,"време, клима",,климат,,"C: počasí, podnebí",,,време / vreme,rewşa hewayê,S: Väder; Klimat N: Vær D: Vejr,,,sää / ilmasto,,clima,hava durumu,clima,"időjárás, éghajlat",clima,keros/klima,καιρός/κλίμα,vreme,Եղանակ / Կլիմայի,Yeghanak / Klimayi,Oras / Klimatas,klima,,,
,CLIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUN,(die) Sonne,شمس,شمس,,Shams,,sun,soleil,sonce,(de) zon,ጸሓይ,tsehay,,,,,سورج,Sooraj,সূর্য ,shurjo,خورشید,khorshid,آفتاب,aaftaab,,,dielli,sunce,słońce,сонце,,солнце,,C: slunce,,,слънце/slantse,roj,S+N: Sol D: Sol,,,aurinko,,sole,güneş,sol,Nap,sol,ilios,ήλιος,soare,արեւ,arev,Saulė,araw,,,
,MOON,(der) Mond,قمر,قمر,,qamar,,moon,lune,luna,(de) maan,ወርሒ,worhi,,,,,چاند,Chaand,চাঁদ ,cha(n)d,ماه,maah,ماه,maah,,,hëna,mjesec / mesec,księżyc,месечина,,луна/ месяц,,C: měsíc,,,луна/luna,heyv,S+N: Måne D: måne,,,kuu,,luna,ay,luna,Hold,lua,fegari,φεγγάρι,lună,լուսին,lusin,Mėnulis,buwan,,,
,SKY,(der) Himmel,سما,سماء,,sama,,sky,ciel,nebo,(de) lucht,ሰማይ,"semai, semaiat",,,,,آسمان,Aasman,আকাশ ,akash,آسمان ,aasemaan,آسمان,aasemaan,,,qiell,nebo,niebo,небо,,небо,,C: obloha,,,небе/nebe,asîman,S: Himmel D+N: Sky,,,taivas,,cielo,gökyüzü,cielo,ég,céu,οuranos,ουρανός,cer,երկինք,yerkink’,Dangus,langit,,,
,HEAVEN,(der) Himmel (rel.),الجنة,جنة,,al-janna,,heaven,"ciel, paradis",nebesa,(de) hemel,ገነት,gennet,,,,,آسمان,aasmaan,আকাশ / স্বর্গ (ধর্মীয়),akash/shorgo (dhormiyo),بهشت ,behesht,بهشت,behesht,,,parajsë,nebo / raj,niebo / raj,небо,,рай,,C: nebe,,,рай/ray,bihuşt/cenet,S: Himmel,,,taivas,,Cielo / Paradiso,cennet,cielo,menny,Céu,uranos,ουρανός,cer/rai,երկինք,yerkink’,Dangus,langit,,,
,WIND,(der) Wind,رياح      / هوا,رياح / هواء,,riyah    / Haoua,,wind,vent,veter,(de) wind,ንፋስ,nfas,,,,, ہوا, hawa,বাতাস ,batash,باد ,baad,باد,baad,,,erë,vjetar / vetar,wiatr,ветер,,ветер,,C: vítr,,,вятър/vyatar,ba,S: Vind D: vind,,,tuuli,,vento,rüzgar,viento,szél,vento ,aeras,αέρας,vant,քամի,k’ami,Vėjas,hangin,,,
,CLOUD,(die) Wolke,غيمة,غيمة,,Gheiyma,,cloud,nuage,oblak,(de) wolk,ደበና,debena,,,,,بادل,Baadal,মেঘ ,megh,ابر ,abr,ابر,abr,,,re,oblak,chmura,облак,,тучи,,C: mrak,,,облак/oblak,ewr,S: Moln D: Overskyet,,,pilvi,,Nuvola,bulut,nube,felhő,nuvem,sinefo,σύννεφο,nor,ամպ,amp,Debesis,ulap,,,
,RAIN,(der) Regen,مطر,مطر,,matr,,rain,pluie,dež,(de) regen,ዝናብ,may iharim / znab,,,,,بارش,Baarish,বৃষ্টি ,brishti,باران,baaraan,باران,baaraan,,,shi,kiša,deszcz,дожд,,дождь,,C: déšť,,,дъжд/dazhd,baran,S+N+D: Regn,,,sade,,Pioggia,yağmur,lluvia,eső,chuva,vrohi,βροχή,ploaie,անձրեւ,andzrev,Lietus,ulan,,,
,DRIZZLE,(der) Nieselregen,مطر خفيف,مطر خفيف,,matar khafif,,drizzle,bruine,rahel dež,(de) motregen,ዘለምታ,Zelemta,,,,,بوندا باندی,Boonda Baandi,ঝিরঝিরে বৃষ্টি ,jhirjhire brishti,"نم نم باران 
",nam nam baaraan,"نم نم باران 
",nam nam baaraan,,,shi i imët,"rosulja, sitna kiša",mżawka,роса,,моросит дождь,,C: mrholení,,,ръми/rami,barana hûrik,S: Daggregn D: Støvregn,,,tihkusade,,pioggerella/pioggia leggera,"hafif yağmur, çiselemek",llovizna,szemerkélő eső,chuviscos,psihalizei,ψιχαλίζει,burniţă,մաղել,maghel,Dulksna,ambon,,,
,SNOW,(der) Schnee,ثلج ,ثلج,,thalj,,snow,neige,sneg,(de) sneeuw,ውርጪ/ በረድ,Wurchi/Bered,,,,,برف,Baraf ,তুষার ,tushar,برف,barf,برف,barf,,,borë,snijeg / sneg,śnieg,снег,,снег,,C: sníh,,,сняг/snyag,berf,S: Snö N: Snø D: Sne,,,lumi,,neve,kar,nieve,hó,neve,hioni,χιόνι,zapadă,ձյուն,dzyun,Sniegas,niyebe,,,
,SLEET,(der) Schneeregen,مطر مع جليد,مطر مع ثلج,,matr maa jalid,,sleet,neige fondue,žled,(de) natte sneeuw,ማይ ዝተሓወሶ ዝናብ በረድ,May zitehaweso znab bered,,,,,برفیلی بارش,Barfeeli Barish,তুষার বৃষ্টি ,tushar brishti,بوران,booran,امانته / برف و باران,amaanta / barf baaraan,,,borë me shi,susnježica / susnežica,deszcz ze śniegiem,лапавица,,дождь со снегом/ гололёд,,C: plískanice,,,суграшица/sugrashitsa,berfebaran,S: Snöblandat regn N: Sludd D: Slud,,,räntä,,nevischio,karla karışık yağmur,aguanieve/cellisca,havaseső,chuva e neve,hiononero,χιονόνερο,lapoviţă,մանրակարկուտ,manrakarkut,Šlapdriba,ulan kasama ng niyebe,,,
,FOG,(der) Nebel,غبار,ضباب,,ghoubar,,fog,(le) brouillard / (la) brume,megla,(het) stof,ግመ,gme,,,,,دھند,dhund,কুয়াশা ,kuyasha,خاک/غبار ,khaak/ghobaar,خاک,khaak,,,pluhur,magla,mgła,прашина,,пыль/ облако,,C: prach,,,мъгла/magla,mij,S: Dimma N: Tåke D: Tåge,,,sumu,,polvere,sis,polvo,köd,nevoeiro,omihli,ομίχλη,ceaţă,մառախուղ,marrakhugh,Rūkas,alikabok,,,
